generation;individual;reservoir_size;outputs;spectral_radius;sparsity;-nn-units1;-nn-activations1;-nn-units2;-nn-activations2;-nn-units3;-nn-activations3;-nn-units4;-nn-activations4;time_exec;test_validation;esn_params;nn_params;nn_hidden_layer;score;best
0;49;172;1;0.8;0.8;364;softmax;119;softmax;19;softmax;61;relu;2.6940009593963623;0.0;5061584;775423;4;0.06038369684548338;0.0
1;0;63;1;0.8;0.8;153;relu;8;relu;151;relu;30;softmax;2.543997287750244;0.5;4381969;313366;4;0.6086756442831277;0.0
1;1;180;1;0.8;0.8;289;relu;18;relu;28;relu;78;relu;2.57000732421875;0.40740740740740744;5112400;586461;4;0.48005781551208526;0.0
1;2;73;1;0.8;0.8;184;relu;125;relu;12;relu;61;relu;2.3509998321533203;0.3508771929824561;4443329;393738;4;0.45111725487507287;0.0
1;3;440;1;0.8;0.8;20;relu;62;relu;181;relu;45;relu;2.36047101020813;0.34615384615384615;6833600;61007;4;0.4440176745388697;0.0
1;4;406;1;0.8;0.8;134;relu;78;relu;231;relu;121;relu;2.880963087081909;0.36;6600836;325229;4;0.4362604861067346;0.0
1;5;63;1;0.8;0.8;84;relu;189;relu;101;relu;65;relu;2.0390000343322754;0.30000000000000004;4381969;210101;4;0.41840197153379793;0.0
1;6;38;1;0.8;0.8;372;relu;36;relu;253;relu;54;relu;2.5743181705474854;0.3404255319148936;4229444;780987;4;0.40720828622997607;0.0
1;7;234;1;0.8;0.8;433;relu;153;relu;95;relu;102;relu;2.800747871398926;0.2222222222222222;5458756;957463;4;0.25504322308513583;0.0
1;8;83;1;0.8;0.8;33;softmax;112;relu;250;relu;72;softmax;2.022028923034668;0.0;4504889;116309;4;0.12550223091509294;0.0
1;9;116;1;0.8;0.8;53;softmax;179;softmax;41;softmax;127;softmax;2.083031415939331;0.0;4709456;128689;4;0.1214507022370811;0.0
1;10;128;1;0.8;0.8;489;relu;18;softmax;25;softmax;107;relu;2.9189951419830322;0.0;4784384;990782;4;0.03919497549038006;1.0
1;11;268;1;0.8;0.8;25;relu;98;softmax;127;relu;79;relu;2.281000852584839;0.0;5679824;75418;4;0.11278085208918782;0.0
1;12;202;1;0.8;0.8;504;relu;25;relu;28;relu;43;relu;2.9450018405914307;0.05405405405405405;5252804;1023192;4;0.08358918636155224;0.0
1;13;13;1;0.8;0.8;168;relu;121;relu;68;relu;125;relu;2.511000394821167;0.2105263157894737;4078169;373790;4;0.31779593534697514;0.0
1;14;300;1;0.8;0.8;281;relu;106;softmax;61;relu;79;relu;2.7060024738311768;0.0;5890000;603758;4;0.060052949109562465;0.0
1;15;9;1;0.8;0.8;169;relu;119;relu;12;relu;125;relu;2.211000442504883;0.2926829268292683;4054081;361716;4;0.40142954139256554;0.0
1;16;392;1;0.8;0.8;345;relu;10;softmax;29;relu;107;relu;2.9429984092712402;0.0;6505664;697550;4;0.042534733895094295;1.0
1;17;292;1;0.8;0.8;31;relu;81;softmax;63;relu;7;softmax;2.4059998989105225;0.0;5837264;70253;4;0.11104659336984887;0.0
1;18;128;1;0.8;0.8;491;relu;17;softmax;93;relu;123;softmax;3.271003007888794;0.0;4784384;1004339;4;0.03791806832398936;1.0
1;19;76;1;0.8;0.8;184;relu;253;relu;14;relu;29;relu;2.3699982166290283;0.20512820512820512;4461776;419040;4;0.30272492076185475;0.0
1;20;44;1;0.8;0.8;59;relu;100;softmax;63;relu;13;relu;2.1990036964416504;0.0;4265936;131282;4;0.1274624594891922;0.0
1;21;76;1;0.8;0.8;184;relu;121;relu;14;relu;29;relu;2.3620002269744873;0.2162162162162162;4461776;392772;4;0.3162870631065414;0.0
1;22;200;1;0.8;0.8;440;relu;125;relu;12;relu;41;relu;3.332000732421875;0.16216216216216214;5240000;937694;4;0.199930787315551;0.0
1;23;164;1;0.8;0.8;475;relu;1;softmax;95;softmax;79;softmax;2.923999309539795;0.0;5010896;958885;4;0.03900426934469597;1.0
1;24;136;1;0.8;0.8;509;relu;26;softmax;221;relu;107;relu;2.9430017471313477;0.17647058823529413;4834496;1061706;4;0.20827852639310407;0.0
1;25;180;1;0.8;0.8;305;relu;18;relu;28;relu;78;softmax;2.6339988708496094;0.09302325581395349;5112400;618765;4;0.16263101369342772;0.0
1;26;310;1;0.8;0.8;9;relu;114;relu;63;softmax;79;softmax;2.2530007362365723;0.0;5956100;31610;4;0.11301008299054718;0.0
1;27;128;1;0.8;0.8;507;relu;17;softmax;93;relu;41;softmax;2.977999687194824;0.0;4784384;1028755;4;0.03561837330484094;1.0
1;28;8;1;0.8;0.8;473;relu;138;softmax;29;relu;107;relu;2.7229981422424316;0.0;4048064;1019342;4;0.04689098667426564;1.0
1;29;17;1;0.8;0.8;201;relu;118;relu;140;relu;124;softmax;2.2348623275756836;0.23076923076923075;4102289;460431;4;0.3295380848777706;0.0
1;30;17;1;0.8;0.8;41;relu;118;relu;12;relu;125;relu;1.9749336242675781;0.2926829268292683;4102289;90302;4;0.4263135034862349;0.0
1;31;105;1;0.8;0.8;440;relu;109;relu;14;relu;61;relu;3.060004472732544;0.2727272727272727;4641025;931088;4;0.31956683172216616;0.0
1;32;128;1;0.8;0.8;505;relu;43;softmax;89;relu;107;softmax;2.9880306720733643;0.0;4784384;1046025;4;0.03399174597109694;1.0
1;33;313;1;0.8;0.8;25;relu;174;softmax;13;relu;111;relu;2.3439981937408447;0.0;5975969;58602;4;0.11018750120547716;0.0
1;34;428;1;0.8;0.8;273;relu;106;softmax;63;relu;79;relu;2.845001220703125;0.0;6751184;587274;4;0.04945827788436375;1.0
1;35;364;1;0.8;0.8;24;softmax;121;softmax;63;relu;31;relu;2.3269991874694824;0.0;6316496;60783;4;0.10517883841314074;0.0
1;36;200;1;0.8;0.8;504;relu;57;softmax;93;relu;43;relu;2.9290010929107666;0.0;5240000;1046813;4;0.027490921156237094;1.0
1;37;457;1;0.8;0.8;504;relu;25;softmax;221;softmax;43;relu;3.272005319595337;0.0;6950849;1036509;4;0.004329380179801223;1.0
1;38;436;1;0.8;0.8;304;relu;18;relu;28;relu;14;softmax;2.9970057010650635;0.06060606060606061;6806096;614762;4;0.10670074708379579;0.0
1;39;144;1;0.8;0.8;491;relu;18;relu;24;relu;107;relu;2.8999996185302734;0.3773584905660377;4884736;994694;4;0.4147695064621853;0.0
1;40;73;1;0.8;0.8;424;relu;125;relu;140;relu;61;relu;3.0147037506103516;0.0588235294117647;4443329;927914;4;0.10875060446998472;0.0
1;41;297;1;0.8;0.8;25;relu;108;softmax;61;relu;111;relu;2.2950005531311035;0.0;5870209;66588;4;0.11092709309363488;0.0
1;42;41;1;0.8;0.8;29;relu;105;softmax;61;relu;111;softmax;2.000001907348633;0.0;4247681;74751;4;0.13304449561824566;0.0
1;43;180;1;0.8;0.8;306;relu;16;relu;28;relu;14;relu;2.6480045318603516;0.47058823529411764;5112400;618130;4;0.5402558025746879;0.0
1;44;17;1;0.8;0.8;97;relu;84;relu;28;softmax;106;relu;2.058000326156616;0.0;4102289;207997;4;0.122545116086903;0.0
1;45;300;1;0.8;0.8;27;relu;81;softmax;127;relu;15;softmax;2.290006160736084;0.0;5890000;68661;4;0.11045268312255664;0.0
1;46;300;1;0.8;0.8;281;relu;74;softmax;63;relu;79;relu;2.7430002689361572;0.0;5890000;593090;4;0.061057747047974786;0.0
1;47;236;1;0.8;0.8;444;relu;32;relu;12;relu;29;softmax;2.708035945892334;0.15789473684210525;5471696;903517;4;0.19561428264165967;0.0
1;48;477;1;0.8;0.8;90;relu;128;relu;221;relu;44;relu;2.3949878215789795;0.40740740740740744;7089529;230105;4;0.4857342700228584;0.0
1;49;437;1;0.8;0.8;62;softmax;102;softmax;237;relu;26;relu;2.7339346408843994;0.0;6812969;161141;4;0.08872341050447113;0.0
2;0;63;1;0.8;0.8;153;relu;8;relu;151;relu;30;softmax;2.543997287750244;0.5;4381969;313366;4;0.606687212556812;0.0
2;1;180;1;0.8;0.8;306;relu;16;relu;28;relu;14;relu;2.6480045318603516;0.47058823529411764;5112400;618130;4;0.5363335222284232;0.0
2;2;477;1;0.8;0.8;90;relu;128;relu;221;relu;44;relu;2.3949878215789795;0.40740740740740744;7089529;230105;4;0.48427416240944826;0.0
2;3;180;1;0.8;0.8;289;relu;18;relu;28;relu;78;relu;2.57000732421875;0.40740740740740744;5112400;586461;4;0.4763364875484681;0.0
2;4;73;1;0.8;0.8;184;relu;125;relu;12;relu;61;relu;2.3509998321533203;0.3508771929824561;4443329;393738;4;0.4486188308882456;0.0
2;5;440;1;0.8;0.8;20;relu;62;relu;181;relu;45;relu;2.36047101020813;0.34615384615384615;6833600;61007;4;0.4436305608943539;0.0
2;6;406;1;0.8;0.8;134;relu;78;relu;231;relu;121;relu;2.880963087081909;0.36;6600836;325229;4;0.4341967789339145;0.0
2;7;17;1;0.8;0.8;41;relu;118;relu;12;relu;125;relu;1.9749336242675781;0.2926829268292683;4102289;90302;4;0.42574050143192854;0.0
2;8;63;1;0.8;0.8;84;relu;189;relu;101;relu;65;relu;2.0390000343322754;0.30000000000000004;4381969;210101;4;0.41706879724516843;0.0
2;9;144;1;0.8;0.8;491;relu;18;relu;24;relu;107;relu;2.8999996185302734;0.3773584905660377;4884736;994694;4;0.40845777797991245;0.0
2;10;180;1;0.8;0.8;307;relu;16;relu;12;relu;14;relu;2.465000629425049;0.2631578947368421;5112400;619651;4;0.32875027032353726;0.0
2;11;428;1;0.8;0.8;411;relu;25;softmax;77;relu;31;softmax;2.936030149459839;0.0;6751184;837195;4;0.02060637565845476;1.0
2;12;36;1;0.8;0.8;223;relu;129;softmax;95;softmax;79;softmax;2.18829345703125;0.0;4217296;495213;4;0.09072827345598293;0.0
2;13;300;1;0.8;0.8;339;relu;113;softmax;127;relu;15;softmax;2.736004114151001;0.0;5890000;733189;4;0.04320972238355417;1.0
2;14;300;1;0.8;0.8;283;relu;81;softmax;127;relu;15;softmax;2.504002094268799;0.0;5890000;601653;4;0.056433487682228924;1.0
2;15;428;1;0.8;0.8;27;softmax;81;softmax;127;relu;47;softmax;2.2700307369232178;0.0;6751184;72821;4;0.09745151597296355;0.0
2;16;180;1;0.8;0.8;33;relu;82;relu;62;relu;78;relu;1.9649591445922852;0.3111111111111111;5112400;79039;4;0.43105306556326645;0.0
2;17;181;1;0.8;0.8;291;relu;1;softmax;92;relu;78;softmax;2.358894109725952;0.0;5118761;590179;4;0.06846557297384906;0.0
2;18;132;1;0.8;0.8;309;relu;1;softmax;92;relu;76;softmax;2.753000497817993;0.0;4809424;626025;4;0.06922514572028249;0.0
2;19;140;1;0.8;0.8;283;relu;113;softmax;125;relu;47;softmax;2.5004806518554688;0.0;4859600;618643;4;0.0692595354992255;0.0
2;20;180;1;0.8;0.8;58;relu;16;relu;20;relu;14;relu;2.0159714221954346;0.3333333333333333;5112400;117666;4;0.4493919829701384;0.0
2;21;180;1;0.8;0.8;307;relu;24;relu;28;relu;94;relu;2.556968927383423;0.24489795918367346;5112400;625315;4;0.3099209134206872;0.0
2;22;300;1;0.8;0.8;27;relu;81;softmax;111;relu;15;softmax;2.1956303119659424;0.0;5890000;67109;4;0.1101730296921335;0.0
2;23;36;1;0.8;0.8;475;relu;1;softmax;95;softmax;71;softmax;2.526973247528076;0.0;4217296;958101;4;0.04419255493350264;1.0
2;24;188;1;0.8;0.8;307;relu;17;softmax;28;relu;14;softmax;2.4510011672973633;0.0;5163344;620483;4;0.0647901508908694;0.0
2;25;300;1;0.8;0.8;283;relu;81;softmax;127;relu;11;softmax;2.548002004623413;0.0;5890000;601133;4;0.056485765066027364;1.0
2;26;412;1;0.8;0.8;346;relu;21;softmax;95;relu;14;softmax;2.747002124786377;0.0;6641744;703097;4;0.03563139266580433;1.0
2;27;134;1;0.8;0.8;289;relu;18;relu;30;relu;78;relu;2.6202313899993896;0.25;4821956;586655;4;0.32300637913708546;0.0
2;28;180;1;0.8;0.8;306;relu;17;relu;28;relu;14;relu;2.4200310707092285;0.24390243902439024;5112400;618465;4;0.309614047259518;0.0
2;29;52;1;0.8;0.8;58;relu;80;relu;174;relu;30;relu;1.8979997634887695;0.14285714285714285;4314704;140184;4;0.2679037295906634;0.0
2;30;52;1;0.8;0.8;33;relu;18;relu;88;relu;78;relu;1.866037130355835;0.41509433962264153;4314704;75417;4;0.5466521750416875;0.0
2;31;182;1;0.8;0.8;289;relu;18;relu;28;relu;78;relu;2.3379602432250977;0.2105263157894737;5125124;586461;4;0.27927591997381;0.0
2;32;180;1;0.8;0.8;306;relu;144;relu;20;relu;78;relu;2.4409639835357666;0.17647058823529413;5112400;661210;4;0.2378848949887602;0.0
2;33;180;1;0.8;0.8;291;relu;26;relu;24;relu;74;relu;2.359001636505127;0.39215686274509803;5112400;592531;4;0.46047570496374235;0.0
2;34;52;1;0.8;0.8;33;relu;80;relu;62;relu;110;relu;1.848088026046753;0.4230769230769231;4314704;80927;4;0.5540808192945663;0.0
2;35;164;1;0.8;0.8;474;relu;0;softmax;94;softmax;15;relu;2.5190024375915527;0.0;5010896;994581;3;0.029331121858409505;1.0
2;36;372;1;0.8;0.8;48;relu;80;relu;62;relu;14;relu;2.5594894886016846;0.14634146341463414;6370384;105902;4;0.2458385347942321;0.0
2;37;54;1;0.8;0.8;33;relu;82;softmax;62;relu;79;relu;1.9089910984039307;0.0;4326916;79104;4;0.13101491462291415;0.0
2;38;44;1;0.8;0.8;27;relu;17;softmax;127;relu;71;softmax;1.9764013290405273;0.0;4265936;66021;4;0.13319033525941926;0.0
2;39;301;1;0.8;0.8;31;relu;209;softmax;127;relu;79;softmax;2.1884992122650146;0.0;5896601;105661;4;0.10620415573675461;0.0
2;40;428;1;0.8;0.8;275;relu;16;softmax;93;relu;14;softmax;2.6349995136260986;0.0;6751184;557618;4;0.04871321052425268;1.0
2;41;240;1;0.8;0.8;257;relu;18;relu;28;relu;78;relu;2.410003423690796;0.2105263157894737;5497600;521853;4;0.28051729462220887;0.0
2;42;180;1;0.8;0.8;306;relu;16;relu;28;relu;14;relu;2.4570422172546387;0.14634146341463414;5112400;618130;4;0.21208675034893973;0.0
2;43;428;1;0.8;0.8;283;relu;27;relu;95;relu;61;softmax;2.64803147315979;0.30000000000000004;6751184;582591;4;0.34620258916733293;0.0
2;44;180;1;0.8;0.8;233;relu;18;relu;158;softmax;77;relu;2.3110008239746094;0.0;5112400;485846;4;0.07904425123890581;0.0
2;45;292;1;0.8;0.8;9;relu;18;relu;127;relu;79;relu;2.3621199131011963;0.3414634146341463;5837264;30874;4;0.4560231307723389;0.0
2;46;180;1;0.8;0.8;306;relu;16;relu;28;relu;14;relu;2.413010835647583;0.1951219512195122;5112400;618130;4;0.2608672381538178;0.0
2;47;60;1;0.8;0.8;33;relu;82;relu;62;relu;78;relu;1.8826241493225098;0.4444444444444444;4363600;79039;4;0.574948454570538;0.0
2;48;459;1;0.8;0.8;227;relu;193;softmax;181;relu;33;softmax;2.6579723358154297;0.0;6964681;539419;4;0.04753137718415907;1.0
2;49;280;1;0.8;0.8;319;relu;9;softmax;44;softmax;121;relu;2.5580313205718994;0.0;5758400;647328;4;0.05369788196574876;1.0
3;0;63;1;0.8;0.8;153;relu;8;relu;151;relu;30;softmax;2.543997287750244;0.5;4381969;313366;4;0.6039786552600782;0.0
3;1;60;1;0.8;0.8;33;relu;82;relu;62;relu;78;relu;1.8826241493225098;0.4444444444444444;4363600;79039;4;0.5742652864534592;0.0
3;2;52;1;0.8;0.8;33;relu;80;relu;62;relu;110;relu;1.848088026046753;0.4230769230769231;4314704;80927;4;0.5533813323803741;0.0
3;3;52;1;0.8;0.8;33;relu;18;relu;88;relu;78;relu;1.866037130355835;0.41509433962264153;4314704;75417;4;0.5460003134305115;0.0
3;4;180;1;0.8;0.8;306;relu;16;relu;28;relu;14;relu;2.6480045318603516;0.47058823529411764;5112400;618130;4;0.5309907584256175;0.0
3;5;477;1;0.8;0.8;90;relu;128;relu;221;relu;44;relu;2.3949878215789795;0.40740740740740744;7089529;230105;4;0.48228526579410097;0.0
3;6;180;1;0.8;0.8;289;relu;18;relu;28;relu;78;relu;2.57000732421875;0.40740740740740744;5112400;586461;4;0.47126745255169183;0.0
3;7;180;1;0.8;0.8;291;relu;26;relu;24;relu;74;relu;2.359001636505127;0.39215686274509803;5112400;592531;4;0.45535420434277213;0.0
3;8;292;1;0.8;0.8;9;relu;18;relu;127;relu;79;relu;2.3621199131011963;0.3414634146341463;5837264;30874;4;0.4557562734936955;0.0
3;9;180;1;0.8;0.8;58;relu;16;relu;20;relu;14;relu;2.0159714221954346;0.3333333333333333;5112400;117666;4;0.448374945056397;0.0
3;10;52;1;0.8;0.8;33;relu;19;relu;88;relu;94;relu;1.8470127582550049;0.2727272727272727;4314704;76995;4;0.40346096544839616;0.0
3;11;56;1;0.8;0.8;50;relu;16;relu;28;relu;14;relu;1.8664965629577637;0.15000000000000002;4339136;101778;4;0.2776833416544662;0.0
3;12;180;1;0.8;0.8;289;relu;17;relu;28;softmax;78;relu;2.3720011711120605;0.0;5112400;586143;4;0.06389476338610023;1.0
3;13;52;1;0.8;0.8;50;relu;16;relu;28;relu;14;relu;1.8789842128753662;0.2564102564102564;4314704;101778;4;0.38443821898382735;0.0
3;14;116;1;0.8;0.8;289;relu;16;relu;28;relu;78;softmax;2.5899808406829834;0.16666666666666666;4709456;585825;4;0.23627979808288319;0.0
3;15;148;1;0.8;0.8;289;relu;18;relu;88;relu;79;relu;2.364237070083618;0.32653061224489793;4909904;592372;4;0.3926015816944492;0.0
3;16;20;1;0.8;0.8;33;relu;18;relu;220;relu;79;relu;1.931488275527954;0.3404255319148936;4120400;88444;4;0.472649976790203;0.0
3;17;436;1;0.8;0.8;289;relu;18;softmax;28;relu;126;relu;2.7309772968292236;0.0;6806096;587949;4;0.039807483876306254;1.0
3;18;180;1;0.8;0.8;306;relu;16;relu;28;relu;14;relu;2.394163131713867;0.12121212121212122;5112400;618130;4;0.181614644343621;1.0
3;19;52;1;0.8;0.8;289;relu;18;relu;88;relu;110;relu;2.238994598388672;0.2978723404255319;4314704;595193;4;0.37203080210112316;0.0
3;20;309;1;0.8;0.8;35;relu;80;relu;28;relu;76;relu;2.1100013256073;0.42105263157894735;5949481;77541;4;0.5286676783593698;0.0
3;21;52;1;0.8;0.8;41;relu;112;relu;28;relu;78;relu;1.8551044464111328;0.35555555555555557;4314704;92329;4;0.4846151302892453;0.0
3;22;52;1;0.8;0.8;33;relu;18;relu;62;relu;126;relu;1.866997480392456;0.3333333333333333;4314704;76015;4;0.4641740193782917;0.0
3;23;52;1;0.8;0.8;37;relu;82;relu;62;relu;110;relu;2.310971736907959;0.4;4314704;89451;4;0.5293737857398091;0.0
3;24;52;1;0.8;0.8;160;relu;82;relu;62;relu;110;relu;2.1479992866516113;0.2926829268292683;4314704;345660;4;0.3940846181747633;0.0
3;25;52;1;0.8;0.8;50;relu;16;relu;92;relu;30;relu;1.9459612369537354;0.3333333333333333;4314704;105282;4;0.4609787401857638;0.0
3;26;54;1;0.8;0.8;33;relu;80;relu;62;relu;110;relu;1.9027507305145264;0.37209302325581395;4326916;80927;4;0.5022251785209502;0.0
3;27;308;1;0.8;0.8;54;relu;16;relu;28;relu;14;relu;2.1481809616088867;0.0588235294117647;5942864;109846;4;0.16300495252802846;1.0
3;28;17;1;0.8;0.8;49;relu;88;relu;62;relu;110;relu;1.926072359085083;0.3529411764705882;4102289;115119;4;0.4825087898356547;0.0
3;29;52;1;0.8;0.8;1;softmax;82;relu;122;relu;110;relu;1.8216381072998047;0.0;4314704;26043;4;0.13629647214565224;1.0
3;30;52;1;0.8;0.8;310;relu;16;relu;60;relu;14;relu;2.2759690284729004;0.25;4314704;627190;4;0.32066512965238025;0.0
3;31;180;1;0.8;0.8;289;relu;16;relu;28;relu;74;relu;2.479851484298706;0.31999999999999995;5112400;585701;4;0.383943019558687;0.0
3;32;52;1;0.8;0.8;97;relu;18;relu;88;relu;110;relu;2.536998748779297;0.3404255319148936;4314704;207545;4;0.45690618542514744;0.0
3;33;436;1;0.8;0.8;289;relu;18;relu;29;relu;94;relu;2.805999517440796;0.3043478260869565;6806096;587070;4;0.344251276424131;0.0
3;34;176;1;0.8;0.8;289;relu;16;relu;93;relu;74;relu;2.432002544403076;0.14634146341463414;5086976;591616;4;0.20999731522619777;1.0
3;35;52;1;0.8;0.8;50;relu;80;relu;30;relu;44;relu;1.91499924659729;0.3137254901960784;4314704;108014;4;0.44107262586410373;0.0
