generation;individual;reservoir_size;outputs;spectral_radius;sparsity;-nn-units1;-nn-activations1;-nn-units2;-nn-activations2;-nn-units3;-nn-activations3;-nn-units4;-nn-activations4;time_exec;test_validation;esn_params;nn_params;nn_hidden_layer;score;best
1;44;278;1;0.8;0.8;249;relu;159;relu;82;relu;23;relu;2.6570003032684326;0.33333333333333337;5745284;553076;4;0.3958351903991723;0.0
1;45;56;1;0.8;0.8;52;relu;130;relu;220;relu;82;relu;2.0355780124664307;0.3829787234042553;4339136;158050;4;0.5033237386104187;0.0
1;46;298;1;0.8;0.8;1;relu;23;relu;63;relu;15;relu;2.684000253677368;0.0;5876804;4551;4;0.1116357702372564;1.0
1;47;258;1;0.8;0.8;57;relu;31;relu;212;relu;31;relu;2.2210304737091064;0.4;5614564;129306;4;0.5039374279826786;0.0
1;48;47;1;0.8;0.8;421;softmax;136;relu;54;relu;48;softmax;2.969999074935913;0.0;4284209;909949;4;0.05111813267108503;1.0
1;49;247;1;0.8;0.8;271;relu;131;softmax;16;softmax;44;softmax;3.1030004024505615;0.0;5543009;580853;4;0.06294091623203947;1.0
2;0;262;1;0.8;0.8;60;relu;159;relu;84;relu;29;relu;2.5990312099456787;0.4285714285714285;5640644;145724;4;0.5287522388872943;0.0
2;1;266;1;0.8;0.8;193;relu;28;relu;23;relu;79;relu;2.5050013065338135;0.4444444444444444;5666756;394348;4;0.5179382321330286;0.0
2;2;258;1;0.8;0.8;57;relu;31;relu;212;relu;31;relu;2.2210304737091064;0.4;5614564;129306;4;0.5023075575081268;0.0
2;3;56;1;0.8;0.8;52;relu;130;relu;220;relu;82;relu;2.0355780124664307;0.3829787234042553;4339136;158050;4;0.5013315570526959;0.0
2;4;190;1;0.8;0.8;225;relu;2;relu;218;relu;20;relu;2.357041120529175;0.41509433962264153;5176100;455753;4;0.48943564328070194;0.0
2;5;56;1;0.8;0.8;36;relu;39;relu;61;relu;75;relu;2.0870001316070557;0.36363636363636365;4339136;80721;4;0.4901680751362901;0.0
2;6;418;1;0.8;0.8;261;relu;132;relu;183;relu;38;relu;2.717996120452881;0.4444444444444444;6682724;588254;4;0.4822264200079725;0.0
